location_x,location_y,body_part,outcome,shot_type
94.1,55.4,Right Foot,Wayward,Open Play
100.1,38.7,Left Foot,Blocked,Open Play
103.4,55.9,Right Foot,Saved Off Target,Open Play
106.5,40.9,Left Foot,Blocked,Open Play
99.9,33.6,Left Foot,Saved,Open Play
113.3,38.4,Left Foot,Goal,Open Play
114.2,36.1,Left Foot,Goal,Open Play
111.0,38.4,Head,Off T,Open Play
104.5,49.4,Right Foot,Blocked,Open Play
104.5,23.2,Right Foot,Saved,Open Play
93.9,53.6,Left Foot,Blocked,Open Play
107.1,25.5,Right Foot,Blocked,Open Play
93.1,47.2,Right Foot,Blocked,Open Play
111.1,48.7,Left Foot,Goal,Open Play
104.2,41.8,Left Foot,Blocked,Open Play
114.1,26.8,Left Foot,Off T,Open Play
101.4,40.0,Left Foot,Post,Open Play
110.0,25.8,Right Foot,Saved,Open Play
105.8,16.0,Right Foot,Off T,Open Play
113.2,43.5,Head,Saved,Open Play
95.7,49.0,Right Foot,Off T,Open Play
109.1,43.2,Head,Wayward,Open Play
92.5,46.5,Right Foot,Saved,Free Kick
95.5,33.0,Right Foot,Saved,Open Play
118.4,50.0,Head,Off T,Open Play
114.5,43.7,Right Foot,Goal,Open Play
92.4,62.6,Right Foot,Off T,Open Play
112.9,37.5,Right Foot,Goal,Open Play
109.7,49.3,Right Foot,Wayward,Open Play
118.1,28.0,Left Foot,Blocked,Open Play
106.9,34.0,Right Foot,Off T,Open Play
112.3,43.2,Head,Off T,Open Play
116.5,32.3,Head,Off T,Open Play
105.0,49.6,Right Foot,Saved,Open Play
83.6,51.6,Right Foot,Blocked,Open Play
84.4,43.8,Right Foot,Off T,Open Play
109.7,39.4,Head,Off T,Open Play
97.2,18.0,Left Foot,Goal,Free Kick
104.6,31.4,Head,Off T,Open Play
115.9,48.9,Right Foot,Saved,Open Play
95.9,56.7,Right Foot,Saved,Open Play
111.9,51.3,Right Foot,Saved,Open Play
100.8,45.7,Left Foot,Saved,Open Play
99.4,30.7,Left Foot,Off T,Open Play
108.0,41.4,Head,Saved,Open Play
104.3,32.0,Left Foot,Off T,Open Play
114.6,51.1,Right Foot,Blocked,Open Play
84.6,33.8,Right Foot,Off T,Free Kick
96.5,39.9,Right Foot,Off T,Open Play
101.1,52.7,Right Foot,Saved,Open Play
102.9,21.6,Right Foot,Off T,Open Play
87.8,35.2,Left Foot,Blocked,Free Kick
106.8,20.2,Right Foot,Blocked,Open Play
99.7,32.0,Right Foot,Saved to Post,Open Play
110.8,30.6,Left Foot,Saved,Open Play
104.3,40.6,Left Foot,Off T,Open Play
105.2,28.1,Left Foot,Saved,Open Play
106.2,63.7,Right Foot,Saved,Open Play
96.5,30.2,Left Foot,Post,Free Kick
103.8,39.9,Left Foot,Blocked,Open Play
114.0,45.4,Left Foot,Goal,Open Play
98.8,21.9,Right Foot,Saved,Open Play
103.3,59.5,Right Foot,Off T,Open Play
98.4,27.2,Left Foot,Off T,Open Play
109.7,43.0,Head,Goal,Open Play
108.0,40.0,Left Foot,Goal,Penalty
110.3,29.0,Left Foot,Blocked,Open Play
92.6,44.6,Left Foot,Off T,Open Play
116.7,31.3,Left Foot,Wayward,Open Play
98.1,51.8,Left Foot,Blocked,Open Play
87.3,54.8,Left Foot,Blocked,Free Kick
108.1,40.1,Left Foot,Goal,Penalty
111.8,42.6,Left Foot,Off T,Open Play
89.2,49.4,Left Foot,Blocked,Open Play
103.4,23.6,Right Foot,Saved,Open Play
112.1,41.8,Left Foot,Goal,Open Play
98.7,38.0,Right Foot,Off T,Open Play
113.6,31.8,Head,Off T,Open Play
112.6,48.2,Right Foot,Saved,Open Play
107.4,44.7,Head,Wayward,Open Play
95.2,31.7,Right Foot,Saved Off Target,Open Play
101.2,39.1,Right Foot,Goal,Open Play
102.1,42.2,Right Foot,Saved,Open Play
110.6,36.3,Right Foot,Blocked,Open Play
114.9,43.4,Head,Off T,Open Play
107.4,41.7,Left Foot,Off T,Open Play
95.6,48.7,Right Foot,Blocked,Open Play
114.8,34.0,Right Foot,Off T,Open Play
103.9,36.2,Left Foot,Goal,Open Play
107.3,57.1,Right Foot,Off T,Open Play
103.1,40.0,Head,Wayward,Open Play
107.0,42.8,Head,Wayward,Open Play
93.1,50.2,Right Foot,Off T,Open Play
112.3,35.6,Head,Goal,Open Play
112.9,43.0,Head,Goal,Open Play
108.8,41.6,Left Foot,Off T,Open Play
115.5,51.2,Right Foot,Saved,Open Play
93.7,21.0,Right Foot,Blocked,Free Kick
108.6,48.5,Left Foot,Blocked,Open Play
76.3,54.9,Left Foot,Saved,Free Kick
108.0,39.8,Right Foot,Saved,Penalty
113.2,47.8,Head,Saved,Open Play
106.9,34.0,Right Foot,Blocked,Open Play
109.0,37.4,Head,Off T,Open Play
112.5,52.0,Right Foot,Saved,Open Play
113.7,51.3,Head,Goal,Open Play
109.7,44.1,Right Foot,Saved,Open Play
110.1,41.1,Right Foot,Blocked,Open Play
111.6,36.7,Left Foot,Goal,Open Play
98.9,40.5,Left Foot,Blocked,Open Play
109.6,30.1,Left Foot,Goal,Open Play
100.9,60.3,Right Foot,Saved,Open Play
113.6,27.2,Left Foot,Off T,Open Play
113.3,32.1,Head,Blocked,Open Play
113.6,27.9,Left Foot,Blocked,Open Play
116.8,37.8,Head,Off T,Open Play
91.2,33.7,Left Foot,Blocked,Free Kick
113.5,52.3,Right Foot,Saved,Open Play
115.0,43.3,Left Foot,Saved,Open Play
111.1,41.2,Left Foot,Off T,Open Play
108.0,40.0,Left Foot,Goal,Penalty
107.2,35.3,Left Foot,Blocked,Open Play
110.4,41.6,Right Foot,Goal,Open Play
87.7,45.4,Right Foot,Saved Off Target,Open Play
102.2,52.6,Right Foot,Blocked,Open Play
116.9,38.4,Left Foot,Goal,Open Play
97.4,22.4,Right Foot,Saved,Open Play
103.9,35.1,Left Foot,Saved,Open Play
107.4,35.7,Left Foot,Goal,Open Play
102.2,39.0,Right Foot,Saved,Open Play
92.4,36.1,Left Foot,Saved,Open Play
111.0,38.9,Head,Post,Open Play
116.2,31.1,Left Foot,Goal,Open Play
107.1,29.9,Right Foot,Saved,Open Play
108.7,38.6,Left Foot,Goal,Open Play
108.3,51.6,Left Foot,Post,Open Play
103.3,49.6,Right Foot,Goal,Open Play
96.3,44.5,Right Foot,Off T,Open Play
112.3,35.6,Left Foot,Saved,Open Play
116.1,29.1,Right Foot,Off T,Open Play
101.0,23.6,Right Foot,Blocked,Open Play
105.8,28.0,Left Foot,Blocked,Open Play
107.9,26.5,Right Foot,Blocked,Open Play
110.6,44.0,Left Foot,Goal,Open Play
108.7,41.9,Left Foot,Goal,Open Play
109.0,63.0,Left Foot,Saved,Free Kick
100.4,27.2,Right Foot,Saved,Open Play
85.4,36.6,Right Foot,Off T,Open Play
96.0,50.3,Right Foot,Saved,Open Play
111.7,25.6,Left Foot,Saved,Open Play
111.8,38.0,Head,Wayward,Open Play
114.1,30.9,Left Foot,Off T,Open Play
114.9,44.0,Head,Off T,Open Play
111.1,38.1,Right Foot,Blocked,Open Play
93.4,21.2,Left Foot,Saved,Open Play
111.6,42.8,Head,Saved,Open Play
105.4,34.2,Head,Blocked,Open Play
107.9,40.0,Left Foot,Goal,Penalty
86.3,33.3,Left Foot,Blocked,Free Kick
108.2,39.2,Head,Saved,Open Play
87.1,39.7,Right Foot,Blocked,Open Play
105.9,56.9,Right Foot,Off T,Open Play
101.1,27.2,Right Foot,Saved,Open Play
108.0,30.5,Left Foot,Blocked,Open Play
92.2,48.1,Right Foot,Off T,Open Play
102.1,37.1,Left Foot,Goal,Open Play
96.8,39.9,Left Foot,Off T,Free Kick
108.0,40.0,Left Foot,Goal,Penalty
97.0,45.8,Right Foot,Blocked,Open Play
113.4,34.2,Head,Off T,Open Play
87.5,28.1,Right Foot,Saved,Open Play
110.9,23.1,Left Foot,Saved,Open Play
114.3,28.5,Left Foot,Goal,Open Play
97.3,40.8,Left Foot,Saved,Open Play
109.4,44.0,Right Foot,Goal,Open Play
107.0,34.8,Left Foot,Wayward,Open Play
117.6,37.1,Right Foot,Off T,Open Play
89.1,15.7,Right Foot,Off T,Open Play
88.8,43.4,Right Foot,Off T,Open Play
97.0,32.7,Left Foot,Off T,Open Play
109.4,48.4,Right Foot,Blocked,Open Play
95.2,20.4,Right Foot,Saved,Open Play
86.0,44.7,Right Foot,Post,Open Play
103.9,34.1,Left Foot,Goal,Open Play
93.1,36.8,Right Foot,Blocked,Open Play
90.6,44.8,Right Foot,Off T,Open Play
111.1,32.7,Right Foot,Saved,Open Play
116.4,49.9,Right Foot,Saved,Open Play
114.2,55.1,Left Foot,Off T,Open Play
112.9,28.1,Left Foot,Wayward,Open Play
115.5,37.2,Left Foot,Goal,Open Play
109.5,40.9,Head,Saved,Open Play
90.7,33.7,Left Foot,Blocked,Free Kick
112.6,33.6,Left Foot,Blocked,Open Play
110.4,40.1,Left Foot,Wayward,Open Play
92.3,35.8,Right Foot,Saved,Free Kick
107.4,29.9,Right Foot,Off T,Open Play
94.0,36.9,Right Foot,Saved,Open Play
108.7,34.7,Left Foot,Goal,Open Play
119.0,48.4,Right Foot,Saved,Open Play
100.5,51.0,Left Foot,Off T,Open Play
113.6,34.8,Left Foot,Post,Open Play
116.2,44.8,Right Foot,Goal,Open Play
88.3,48.3,Left Foot,Off T,Open Play
103.1,32.3,Right Foot,Off T,Open Play
94.0,58.0,Left Foot,Blocked,Free Kick
107.5,54.1,Right Foot,Off T,Open Play
103.8,29.2,Right Foot,Saved,Open Play
113.1,45.2,Right Foot,Off T,Open Play
96.1,47.4,Right Foot,Blocked,Open Play
105.4,32.7,Head,Saved,Open Play
109.2,59.0,Right Foot,Blocked,Open Play
91.6,45.4,Right Foot,Blocked,Open Play
105.9,37.2,Head,Goal,Open Play
110.6,38.3,Head,Off T,Open Play
112.6,34.6,Right Foot,Goal,Open Play
103.9,34.5,Left Foot,Goal,Open Play
99.7,29.5,Right Foot,Off T,Open Play
106.8,43.6,Right Foot,Goal,Open Play
98.2,23.1,Left Foot,Off T,Open Play
102.6,41.5,Left Foot,Saved,Open Play
105.1,51.4,Left Foot,Goal,Open Play
111.4,56.9,Right Foot,Off T,Open Play
96.2,27.1,Right Foot,Blocked,Open Play
104.6,21.0,Right Foot,Blocked,Open Play
103.3,45.9,Left Foot,Off T,Open Play
87.1,45.1,Right Foot,Off T,Open Play
110.7,25.5,Left Foot,Blocked,Open Play
110.1,33.8,Left Foot,Off T,Open Play
112.2,38.4,Head,Goal,Open Play
110.1,35.7,Head,Saved,Open Play
107.9,40.0,Left Foot,Goal,Penalty
104.7,40.0,Right Foot,Off T,Open Play
104.3,53.5,Left Foot,Off T,Open Play
110.6,33.5,Left Foot,Goal,Open Play
114.0,34.7,Head,Off T,Open Play
105.1,22.4,Left Foot,Blocked,Open Play
117.8,26.2,Left Foot,Saved Off Target,Open Play
106.0,26.9,Right Foot,Goal,Open Play
117.8,47.8,Left Foot,Goal,Open Play
108.2,40.0,Left Foot,Goal,Penalty
111.2,48.5,Right Foot,Saved,Open Play
115.0,44.6,Right Foot,Blocked,Open Play
85.2,37.7,Left Foot,Blocked,Free Kick
114.6,42.1,Head,Off T,Open Play
113.0,43.1,Left Foot,Goal,Open Play
95.7,36.6,Left Foot,Saved,Free Kick
106.8,26.8,Right Foot,Goal,Open Play
106.6,46.5,Right Foot,Off T,Open Play
109.1,53.4,Right Foot,Blocked,Open Play
108.9,39.4,Left Foot,Goal,Open Play
100.2,52.1,Right Foot,Blocked,Open Play
111.2,32.2,Head,Goal,Open Play
95.9,52.0,Left Foot,Blocked,Open Play
111.5,40.9,Head,Goal,Open Play
112.2,40.2,Right Foot,Off T,Open Play
112.7,29.9,Left Foot,Goal,Open Play
104.4,43.9,Left Foot,Goal,Open Play
102.0,35.4,Right Foot,Blocked,Open Play
111.1,34.1,Left Foot,Goal,Open Play
105.6,40.4,Head,Off T,Open Play
95.6,35.7,Right Foot,Blocked,Free Kick
112.2,45.4,Head,Off T,Open Play
105.4,18.3,Left Foot,Off T,Open Play
108.8,30.9,Left Foot,Saved,Open Play
60.9,44.4,Right Foot,Saved,Open Play
109.9,39.6,Head,Off T,Open Play
113.3,48.9,Right Foot,Goal,Open Play
98.8,35.4,Right Foot,Off T,Open Play
108.7,30.5,Left Foot,Off T,Open Play
95.4,19.5,Right Foot,Off T,Open Play
91.9,48.2,Right Foot,Saved,Open Play
113.3,40.4,Head,Off T,Open Play
103.6,23.9,Left Foot,Saved,Open Play
92.2,33.7,Left Foot,Blocked,Free Kick
107.9,54.5,Right Foot,Saved,Open Play
102.2,38.6,Left Foot,Saved,Open Play
111.7,32.4,Left Foot,Goal,Open Play
105.7,32.6,Right Foot,Saved,Open Play
117.2,44.6,Right Foot,Goal,Open Play
105.3,32.3,Left Foot,Blocked,Open Play
106.1,44.7,Head,Blocked,Open Play
99.8,33.2,Right Foot,Off T,Open Play
98.8,41.4,Left Foot,Goal,Open Play
96.5,43.6,Left Foot,Off T,Open Play
101.1,25.9,Right Foot,Blocked,Open Play
108.2,40.2,Left Foot,Goal,Penalty
105.4,51.2,Left Foot,Blocked,Open Play
92.0,44.0,Right Foot,Saved,Open Play
111.4,34.7,Head,Post,Open Play
114.0,40.2,Left Foot,Goal,Open Play
107.6,71.2,Right Foot,Off T,Open Play
112.1,28.3,Left Foot,Goal,Open Play
113.6,38.2,Left Foot,Goal,Open Play
106.6,29.2,Right Foot,Saved,Open Play
106.9,43.6,Right Foot,Off T,Open Play
100.8,26.0,Left Foot,Off T,Open Play
105.3,39.2,Left Foot,Blocked,Open Play
95.2,49.9,Right Foot,Off T,Open Play
109.9,31.7,Right Foot,Saved,Open Play
108.5,30.0,Left Foot,Saved,Open Play
102.7,52.1,Right Foot,Saved,Open Play
103.4,25.7,Right Foot,Off T,Open Play
103.0,24.0,Right Foot,Post,Open Play
117.7,45.6,Right Foot,Goal,Open Play
108.7,26.8,Right Foot,Saved,Open Play
102.7,39.6,Right Foot,Blocked,Open Play
106.9,37.9,Right Foot,Off T,Open Play
111.2,29.1,Left Foot,Saved,Open Play
110.8,38.9,Left Foot,Blocked,Open Play
108.0,39.8,Right Foot,Blocked,Open Play
87.0,43.3,Left Foot,Saved,Free Kick
116.8,29.2,Left Foot,Saved,Open Play
95.5,42.9,Right Foot,Off T,Open Play
89.3,48.9,Left Foot,Saved,Open Play
98.2,35.2,Right Foot,Saved,Open Play
86.6,32.2,Right Foot,Off T,Open Play
100.7,35.1,Right Foot,Saved,Open Play
101.6,20.4,Right Foot,Saved,Open Play
86.3,41.0,Right Foot,Blocked,Open Play
109.4,39.1,Head,Off T,Open Play
109.3,22.1,Left Foot,Off T,Open Play
102.8,44.9,Right Foot,Post,Open Play
99.8,43.1,Left Foot,Saved,Open Play
107.0,23.0,Left Foot,Saved,Open Play
113.0,41.7,Left Foot,Goal,Open Play
104.4,42.2,Left Foot,Goal,Open Play
83.2,32.0,Left Foot,Blocked,Free Kick
91.0,48.7,Right Foot,Blocked,Open Play
97.6,26.2,Left Foot,Blocked,Open Play
108.5,29.4,Right Foot,Saved,Open Play
110.0,32.2,Right Foot,Saved,Open Play
114.5,40.8,Right Foot,Goal,Open Play
111.6,36.3,Left Foot,Goal,Open Play
98.0,23.4,Right Foot,Off T,Open Play
95.6,33.7,Right Foot,Off T,Open Play
86.9,43.0,Right Foot,Blocked,Open Play
93.0,35.6,Left Foot,Off T,Free Kick
104.5,38.6,Right Foot,Saved,Open Play
111.3,51.4,Right Foot,Off T,Open Play
113.8,50.2,Right Foot,Goal,Open Play
103.8,46.1,Left Foot,Saved,Open Play
109.1,49.7,Right Foot,Goal,Open Play
105.4,34.1,Right Foot,Off T,Open Play
96.7,47.5,Right Foot,Off T,Open Play
107.3,41.8,Left Foot,Goal,Open Play
109.1,24.0,Left Foot,Saved,Open Play
107.3,31.9,Right Foot,Goal,Open Play
106.6,23.2,Left Foot,Off T,Open Play
95.0,45.3,Right Foot,Off T,Open Play
108.2,39.0,Head,Off T,Open Play
95.8,23.8,Right Foot,Saved,Open Play
93.8,43.7,Left Foot,Off T,Open Play
104.8,53.2,Right Foot,Blocked,Open Play
108.7,46.0,Left Foot,Saved,Open Play
99.9,43.3,Right Foot,Blocked,Open Play
114.0,34.9,Left Foot,Off T,Open Play
96.9,27.0,Right Foot,Blocked,Open Play
95.2,31.7,Right Foot,Off T,Open Play
105.4,29.0,Left Foot,Blocked,Open Play
104.0,27.1,Right Foot,Saved,Open Play
114.2,45.9,Right Foot,Blocked,Open Play
92.6,33.2,Right Foot,Off T,Open Play
86.7,39.5,Right Foot,Saved,Open Play
95.3,40.6,Left Foot,Post,Free Kick
94.5,41.2,Left Foot,Blocked,Open Play
99.5,26.7,Right Foot,Off T,Open Play
98.4,60.7,Left Foot,Saved,Free Kick
101.3,26.4,Left Foot,Blocked,Open Play
93.6,32.4,Right Foot,Off T,Open Play
102.3,36.2,Right Foot,Off T,Open Play
109.2,36.5,Head,Off T,Open Play
98.0,25.0,Left Foot,Blocked,Open Play
99.6,35.3,Left Foot,Blocked,Open Play
101.2,33.7,Left Foot,Blocked,Open Play
99.4,37.8,Left Foot,Blocked,Open Play
104.7,41.5,Right Foot,Blocked,Open Play
74.1,70.3,Right Foot,Saved,Open Play
110.6,37.0,Head,Saved,Open Play
112.2,28.4,Left Foot,Blocked,Open Play
98.3,34.5,Left Foot,Saved,Open Play
110.9,42.2,Left Foot,Blocked,Open Play
107.6,47.6,Left Foot,Off T,Open Play
100.9,39.5,Right Foot,Saved,Open Play
101.8,54.7,Right Foot,Off T,Open Play
112.5,28.2,Left Foot,Saved,Open Play
109.9,29.2,Left Foot,Blocked,Open Play
105.2,26.8,Left Foot,Blocked,Open Play
105.7,19.9,Left Foot,Blocked,Open Play
107.3,28.9,Left Foot,Blocked,Open Play
112.1,34.0,Right Foot,Saved,Open Play
112.3,34.2,Head,Saved,Open Play
105.9,46.3,Right Foot,Off T,Open Play
114.3,50.7,Left Foot,Off T,Open Play
106.1,45.1,Head,Off T,Open Play
108.2,46.6,Left Foot,Saved,Open Play
107.0,43.7,Right Foot,Saved,Open Play
108.1,40.1,Right Foot,Saved,Open Play
113.2,37.5,Head,Saved,Open Play
107.4,47.4,Right Foot,Saved,Open Play
105.9,44.0,Left Foot,Saved,Open Play
101.9,45.1,Right Foot,Goal,Open Play
107.9,40.7,Right Foot,Off T,Open Play
102.9,27.2,Right Foot,Saved,Open Play
108.6,31.0,Left Foot,Saved to Post,Open Play
110.2,33.4,Right Foot,Blocked,Open Play
101.0,50.9,Right Foot,Blocked,Open Play
96.2,43.3,Left Foot,Blocked,Free Kick
94.3,52.4,Right Foot,Blocked,Open Play
112.4,50.5,Right Foot,Saved,Open Play
94.5,42.7,Left Foot,Off T,Free Kick
96.2,48.9,Left Foot,Off T,Free Kick
112.5,39.8,Head,Goal,Open Play
107.3,40.7,Head,Saved,Open Play
97.1,34.3,Right Foot,Wayward,Open Play
113.8,41.4,Head,Goal,Open Play
95.2,52.0,Right Foot,Blocked,Open Play
110.9,37.6,Left Foot,Goal,Open Play
93.3,42.8,Left Foot,Off T,Open Play
95.5,27.5,Left Foot,Off T,Open Play
106.6,40.9,Right Foot,Off T,Open Play
112.3,22.0,Right Foot,Saved,Open Play
89.6,35.9,Left Foot,Saved,Open Play
101.3,24.3,Right Foot,Blocked,Open Play
104.0,32.1,Left Foot,Off T,Open Play
90.4,33.9,Right Foot,Blocked,Open Play
98.4,37.9,Left Foot,Off T,Open Play
104.3,32.2,Right Foot,Off T,Open Play
114.2,44.1,Right Foot,Goal,Open Play
109.6,50.2,Left Foot,Goal,Open Play
105.7,30.3,Right Foot,Blocked,Open Play
99.0,13.8,Right Foot,Saved,Open Play
102.5,35.2,Right Foot,Saved,Open Play
113.1,26.5,Head,Off T,Open Play
61.7,20.7,Right Foot,Off T,Free Kick
113.6,27.3,Left Foot,Blocked,Open Play
115.4,11.1,Right Foot,Blocked,Free Kick
85.0,45.2,Right Foot,Saved,Free Kick
111.7,24.6,Left Foot,Off T,Open Play
108.0,30.9,Right Foot,Saved,Open Play
83.1,55.2,Right Foot,Off T,Open Play
108.9,38.5,Head,Off T,Open Play
112.7,36.0,Head,Goal,Open Play
91.9,45.1,Right Foot,Post,Free Kick
105.7,44.0,Left Foot,Off T,Open Play
105.1,7.1,Right Foot,Saved,Free Kick
96.0,38.6,Right Foot,Blocked,Open Play
99.6,53.6,Left Foot,Off T,Open Play
112.7,44.0,Left Foot,Saved,Open Play
102.9,41.0,Left Foot,Off T,Open Play
107.0,31.3,Head,Saved Off Target,Open Play
106.9,26.8,Right Foot,Saved,Open Play
109.8,38.8,Head,Off T,Open Play
106.7,32.8,Left Foot,Blocked,Open Play
107.6,55.7,Right Foot,Saved,Open Play
116.8,43.7,Left Foot,Saved,Open Play
103.7,31.5,Right Foot,Saved,Open Play
101.8,58.7,Right Foot,Off T,Open Play
112.8,36.2,Head,Saved,Open Play
95.0,36.7,Right Foot,Saved,Open Play
99.7,25.3,Right Foot,Off T,Open Play
106.0,37.4,Right Foot,Blocked,Open Play
108.5,28.9,Left Foot,Blocked,Open Play
106.8,32.8,Left Foot,Goal,Open Play
109.3,40.5,Right Foot,Goal,Open Play
99.4,47.9,Left Foot,Saved,Open Play
102.8,26.7,Right Foot,Off T,Open Play
101.7,20.9,Left Foot,Off T,Open Play
107.5,30.5,Left Foot,Saved,Open Play
96.5,40.9,Right Foot,Saved,Open Play
91.1,58.1,Right Foot,Blocked,Open Play
108.6,28.5,Left Foot,Goal,Open Play
114.5,40.9,Head,Saved,Open Play
111.7,41.6,Left Foot,Blocked,Open Play
101.1,59.7,Left Foot,Off T,Open Play
88.8,48.7,Right Foot,Off T,Open Play
99.0,35.9,Right Foot,Blocked,Open Play
107.3,34.6,Left Foot,Goal,Open Play
111.4,51.4,Right Foot,Blocked,Open Play
97.9,40.8,Left Foot,Goal,Open Play
96.8,46.8,Left Foot,Blocked,Open Play
107.8,28.5,Right Foot,Off T,Open Play
86.8,46.3,Left Foot,Saved,Free Kick
94.3,36.1,Right Foot,Blocked,Free Kick
99.7,27.3,Left Foot,Blocked,Free Kick
94.9,22.8,Right Foot,Off T,Open Play
95.5,28.1,Right Foot,Blocked,Free Kick
108.5,32.9,Right Foot,Goal,Open Play
110.3,29.6,Left Foot,Goal,Open Play
95.7,55.5,Right Foot,Off T,Open Play
104.3,19.9,Left Foot,Blocked,Open Play
80.3,40.6,Left Foot,Off T,Open Play
107.0,51.9,Right Foot,Blocked,Open Play
100.9,60.4,Left Foot,Off T,Open Play
106.5,24.8,Left Foot,Off T,Open Play
104.4,37.3,Right Foot,Goal,Open Play
94.8,58.8,Right Foot,Blocked,Open Play
100.6,26.8,Right Foot,Saved,Open Play
108.6,48.3,Right Foot,Saved,Open Play
112.4,40.0,Head,Wayward,Open Play
104.8,62.9,Left Foot,Off T,Free Kick
107.5,29.5,Right Foot,Off T,Open Play
94.3,29.8,Right Foot,Blocked,Open Play
103.5,50.8,Right Foot,Saved,Open Play
105.2,39.8,Left Foot,Goal,Open Play
101.2,23.9,Left Foot,Saved,Open Play
118.2,35.1,Head,Off T,Open Play
68.2,32.6,Right Foot,Off T,Open Play
96.0,25.4,Right Foot,Off T,Open Play
100.2,54.5,Left Foot,Blocked,Open Play
104.3,34.4,Left Foot,Saved,Open Play
104.3,29.4,Left Foot,Off T,Open Play
111.4,18.5,Right Foot,Wayward,Open Play
87.9,31.1,Left Foot,Saved,Free Kick
89.4,28.8,Left Foot,Off T,Open Play
117.6,30.0,Left Foot,Off T,Open Play
104.8,37.4,Right Foot,Goal,Open Play
109.9,37.1,Right Foot,Goal,Open Play
100.2,37.7,Left Foot,Off T,Open Play
115.5,60.6,Right Foot,Saved,Open Play
115.7,50.6,Right Foot,Goal,Open Play
106.7,30.8,Right Foot,Saved,Open Play
113.1,48.4,Head,Blocked,Open Play
115.8,43.9,Right Foot,Goal,Open Play
99.6,27.4,Right Foot,Off T,Open Play
111.7,34.4,Left Foot,Goal,Open Play
90.1,47.8,Left Foot,Blocked,Free Kick
110.7,48.8,Right Foot,Off T,Open Play
109.5,38.7,Head,Off T,Open Play
108.4,43.8,Right Foot,Goal,Open Play
105.4,26.8,Right Foot,Goal,Open Play
107.5,21.0,Left Foot,Saved,Open Play
93.8,54.1,Right Foot,Saved,Free Kick
107.9,40.0,Left Foot,Goal,Penalty
111.3,45.7,Right Foot,Goal,Open Play
114.2,48.8,Head,Off T,Open Play
111.5,37.0,Left Foot,Saved,Open Play
114.0,32.3,Right Foot,Blocked,Open Play
114.2,48.8,Right Foot,Saved,Open Play
94.9,40.8,Right Foot,Off T,Open Play
100.3,35.7,Left Foot,Saved,Open Play
115.5,30.2,Right Foot,Saved,Open Play
102.1,21.5,Right Foot,Saved,Open Play
98.5,24.1,Left Foot,Blocked,Free Kick
100.8,24.1,Right Foot,Blocked,Free Kick
112.3,43.1,Right Foot,Goal,Open Play
95.4,33.2,Right Foot,Blocked,Open Play
106.8,51.2,Right Foot,Off T,Open Play
96.5,34.3,Left Foot,Blocked,Open Play
94.6,60.5,Left Foot,Saved,Free Kick
103.6,21.6,Head,Off T,Open Play
100.5,21.9,Right Foot,Off T,Open Play
97.4,52.6,Left Foot,Saved,Open Play
107.5,35.1,Head,Off T,Open Play
94.8,41.1,Left Foot,Off T,Open Play
91.3,43.4,Right Foot,Off T,Open Play
99.8,52.3,Right Foot,Saved,Open Play
112.4,38.6,Left Foot,Off T,Open Play
89.2,52.3,Right Foot,Blocked,Open Play
103.0,48.4,Head,Saved,Open Play
105.3,29.3,Left Foot,Blocked,Open Play
113.5,40.2,Head,Off T,Open Play
99.4,53.1,Left Foot,Blocked,Open Play
112.3,34.6,Head,Off T,Open Play
105.8,29.2,Left Foot,Goal,Open Play
98.3,53.6,Left Foot,Off T,Open Play
112.8,34.5,Left Foot,Goal,Open Play
102.0,29.8,Right Foot,Goal,Open Play
117.1,34.9,Left Foot,Goal,Open Play
103.9,29.8,Left Foot,Saved,Open Play
103.5,46.8,Left Foot,Off T,Open Play
103.1,30.0,Left Foot,Off T,Open Play
108.1,40.1,Left Foot,Saved,Penalty
109.6,37.7,Left Foot,Saved,Open Play
113.1,37.4,Head,Blocked,Open Play
94.5,50.2,Left Foot,Saved,Open Play
111.0,51.4,Right Foot,Goal,Open Play
113.5,30.8,Left Foot,Blocked,Open Play
114.3,42.2,Head,Goal,Open Play
112.6,43.2,Head,Off T,Open Play
102.9,36.5,Right Foot,Saved,Open Play
111.2,36.6,Right Foot,Off T,Open Play
91.0,50.4,Right Foot,Saved Off Target,Open Play
97.7,23.3,Right Foot,Saved,Open Play
108.2,38.8,Right Foot,Saved,Open Play
113.8,22.5,Left Foot,Saved,Open Play
113.6,35.7,Right Foot,Saved,Open Play
100.2,33.0,Right Foot,Blocked,Open Play
98.3,22.1,Right Foot,Saved,Open Play
90.7,28.9,Left Foot,Off T,Open Play
103.0,28.8,Right Foot,Post,Open Play
87.1,40.3,Right Foot,Goal,Open Play
114.2,34.3,Head,Goal,Open Play
96.1,55.7,Left Foot,Goal,Free Kick
98.8,28.8,Left Foot,Post,Free Kick
114.5,37.9,Left Foot,Goal,Open Play
100.9,45.0,Right Foot,Saved,Open Play
96.5,51.7,Left Foot,Blocked,Open Play
108.3,29.6,Left Foot,Saved,Open Play
83.9,45.5,Left Foot,Blocked,Open Play
104.2,54.2,Right Foot,Blocked,Open Play
110.8,36.3,Head,Off T,Open Play
102.9,26.8,Left Foot,Off T,Open Play
111.6,37.0,Head,Off T,Open Play
108.1,27.9,Left Foot,Blocked,Open Play
95.6,38.8,Left Foot,Blocked,Free Kick
111.1,43.9,Head,Off T,Open Play
106.6,33.1,Right Foot,Goal,Open Play
